Timestamp,ElapsedMs,ObjectCount,HeapUsage,InitialHeap,MaxHeap
2025-05-12 15:02:33,0,1,40,4194304,134217728
2025-05-12 15:02:33,0,0,0,4194304,134217728
2025-05-12 15:02:33,0,0,0,4194304,134217728
